id,title,venue,year
131353,"Single channel blind source separation by combining slope ensemble empirical mode decomposition and independent component analysis","Journal of Computational Information Systems","chun_zhang"
197283,"Selective inhibition of Ezh2 by a small molecule inhibitor blocks tumor cells proliferation","Proceedings of the National Academy of Sciences of the United States of America","guobin_li"
60368,"Influence of cobalt doping on structural and magnetic properties of BiFeO","Journal of Nanoparticle Research","n_adeela"
190892,"Unusual onedimensional branchedchain structures assembled by a novel imidazolecontaining tripodal ligand with cadmiumII salts and their fluorescent property","Journal of Solid State Chemistry","qian_chu"
92335,"Research of Web applicationoriented prepositive URL control mechanism","Huazhong Keji Daxue Xuebao Ziran Kexue BanJournal of Huazhong University of Science and Technology Natural Science Edition","jifeng_yu"
191850,"Facile synthesis of conjugated exoglycals","Tetrahedron Letters","chin_fen_teo"
17793,"Experiment research on proportions of reactive powder concrete without silica fume","Jilin Daxue Xuebao GongxuebanJournal of Jilin University Engineering and Technology Edition","zong_cai_deng"
30855,"Searching for signals of evolutionary selection in 168 genes related to immune function","Human Genetics","stephen_f_schaffner"
59203,"Developments of attenuation correction for PETMRI","Chinese Journal of Medical Imaging Technology","zhi_ming_zhang"
123331,"Widely tunable optoelectronic oscillator utilizing an optical notch filter based on the deamplification of stimulated brillouin scattering","CLEO Science and Innovations CLEOSI 2015","peng_guo"
13395,"An energypreserving spectrum access strategy in cognitive radio networks","IEEE Wireless Communications and Networking Conference WCNC","jianxin_wang"
49299,"Apoptotic cells induce immunosuppression through dendritic cells Critical roles of IFNγ and nitric oxide","Journal of Immunology","yufang_shi"
162516,"A broadband circular polarization cavity antenna","Proceedings of 3rd AsiaPacific Conference on Antennas and Propagation APCAP 2014","kai_zhang"
167963,"A comparison of bioleaching of chalcopyrite using pure culture or a mixed culture","Minerals Engineering","shui_ying_xiong"
54478,"Helmert variance component estimationbased Vondrak filter and its application in GPS multipath error mitigation","International Association of Geodesy Symposia","z_w_li"
185045,"An efficient intrusion detection and prevention system against SIP malformed messages attacks","Proceedings International Conference on Computational Aspects of Social Networks CASoN10","hu_lin"
113163,"Increasing the extraction efficiency of blue light emitting diodes via laser patterned Gapolar pGaN surface","Physica Status Solidi A Applications and Materials Science","duo_liu"
115262,"Allogeneic Tcell apoptosis induced by interleukin10modified dendritic cells A mechanism of prolongation of intestine allograft survival","Transplantation Proceedings","m_f_wei"
164337,"Synthesis and tuning optical nonlinear properties of molecular crystals of benzothiadiazole","Journal of Physical Chemistry C","wenlong_yang"
23492,"Hepatoprotective effects of corn peptides against carbon tetrachlorideinduced liver injury in mice","Journal of Food Biochemistry","hui_he"
32029,"The critical residues of helix 5 for in vitro pentamer formation and stability of the papillomavirus capsid protein L1","Molecular BioSystems","xiao_zha"
22696,"Theory and experiment on the viscous heating of fluid damper under shock environment","Chinese Journal of Mechanical Engineering English Edition","yu_wang"
136216,"Properties of polyvinyl alcoholxylan composite films with citric acid","Carbohydrate Polymers","shuaiyang_wang"
32795,"Asymptotic performance analysis of bearing estimate for spatially distributed source with finite bandwidth","Electronics Letters","y_n_peng"
28813,"Behavior of twodimensional CSiC composites subjected to thermal cycling in controlled environments","Carbon","jun_zhang"
25301,"Relationship of 2D4D finger ratio with androgen receptor CAG and GGN repeat polymorphism","American Journal of Human Biology","jie_dang"
173952,"Syntheses and crystallization of mineralogically relevant chalcogenide glasses","Journal of the American Ceramic Society","guorong_chen"
4750,"Prediction of crude protein content in rice grain with canopy spectral reflectance","Plant Soil and Environment","g_x_wang"
96206,"Efficient continuouswave and Qswitched YbLuAG lasers","2011 Int Quantum Electron Conf IQEC 2011 and Conf Lasers and ElectroOptics CLEO Pacific Rim 2011 Incorporating the Australasian Conf Optics Lasers and Spectroscopy and the Australian Conf","ken_ichi_ueda"
66733,"Light extraction analysis of AlGaInP based LED with surface texture","Proceedings of SPIE The International Society for Optical Engineering","rong_fang"
95734,"First results of Chinese particle instruments in the Double Star Program","Annales Geophysicae","l_y_li"
182431,"Research on airport aircraft stands assignment optimization strategy based on client assessing system","Wuhan Ligong Daxue Xuebao Jiaotong Kexue Yu Gongcheng BanJournal of Wuhan University of Technology Transportation Science and Engineering","shuangshuang_yang"
123976,"Application of composite dyeing of vegetable dyes on wool fabrics","Proceedings of the Fiber Society 2009 Spring Conference","yong_luo"
117756,"SQUARE A new TCP variant for future high speed and long delay environments","Proceedings International Conference on Advanced Information Networking and Applications AINA","junzhou_luo"
72400,"Genetic modification and screening in rat using haploid embryonic stem cells","Cell Stem Cell","xiao_yang_zhao"
51809,"High detectivity GaN metalsemiconductormetal UV photodetectors with transparent tungsten electrodes","Semiconductor Science and Technology","y_z_chiou"
16355,"Assessment of difficult laryngoscopy in pediatric patients receiving general anesthesia","Paediatric Anaesthesia","rui_p_li"
101015,"Dynamic rheological behavior of copolymerized linear lowdensity polyethylenes Effect of molecular weight and its distribution","Journal of Macromolecular Science Part B Physics","yu_wang"
165012,"A compact ultrawideband MIMO antenna using QSCA for high isolation","IEEE Antennas and Wireless Propagation Letters","x_l_liu"
19802,"Agerelated change of serum angiogenic factor levels in patients with coronary artery disease","Acta Cardiologica","zhaohui_pei"
48676,"Effects of astragaloside IV on Ltype calcium current and intracellular calcium concentration in cardiac myocytes","Chinese Pharmacological Bulletin","wen_wen_lian"
55017,"Relationship between clinical characteristics and myelodysplastic syndrome patients with isocitrate dehydrogenase gene mutations","National Medical Journal of China","ying_li"
136892,"Expression profiles of 10422 genes at early stage of low nitrogen stress in rice assayed using a cDNA microarray","Plant Molecular Biology","danlin_fan"
189530,"Synthesis of multifunctional poly1pyrenemethyl methacrylatebpolyNisopropylacrylamidebpolyNmethylolacrylamides and their electrospun nanofibers for metal ion sensory applications","Polymer Chemistry","han_sheng_sun"
143524,"Resonant waveparticle interactions modified by intrinsic Alfvénic turbulence","Physics of Plasmas","c_b_wang"
33791,"A parallel algorithm based on dividing of closure system for structuring concept lattice","NSWCTC 2010 The 2nd International Conference on Networks Security Wireless Communications and Trusted Computing","yujun_zhang"
102027,"Synthesis of hermeticallysealed graphiteencapsulated metallic cobalt alloy coreshell nanostructures","Carbon","jiawen_ren"
138067,"Precision and mirror microgrinding of microlens array on macrofreeform glass substrate for microphotovoltaic performances","International Journal of Advanced Manufacturing Technology","j_xie"
52072,"Development of an indirect competitive ELISA for the detection of doxycycline residue in animal edible tissues","Food and Agricultural Immunology","babacar_ngom"
27610,"The NMR studies on two new furostanol saponins from Agave sisalana leaves","Magnetic Resonance in Chemistry","jing_fu"
143494,"The characterization of biodegradable polybutylene succinatestarch blends using HDPEgacrylic acid as a compatibilizer","Polymers and Polymer Composites","s_m_lai"
41318,"Functional networks based internet endtoend delay dynamics","Proceedings International Conference on Advanced Information Networking and Application AINA","jiandong_li"
185242,"Quinazolin4one coupled with pyrrolidin2iminium alkaloids from marinederived fungus Penicillium aurantiogriseum","Marine Drugs","yaojun_tong"
20782,"An edge preservationGoldstein filter for InSAR inteferograms used in monitoring deformation of mining area","Zhongguo Youse Jinshu XuebaoChinese Journal of Nonferrous Metals","shu_quan_chen"
107611,"Temporalspatial expressions of p27kip1 and its phosphorylation on Serine10 after acute spinal cord injury in adult rat Implications for posttraumatic glial proliferation","Neurochemistry International","jing_qin"
194002,"Studies on the chemical constituents of Polygonum orientale","Chinese Pharmaceutical Journal","kui_lian_li"
162129,"Minimising makespan on a single batch processing machine with dynamic job arrivals and nonidentical job sizes","International Journal of Production Research","huaping_chen"
86189,"Hydrothermal synthesis of the complex flourides LiBaF3 and KMgF3 with perovskite structure under mild conditons","Chemical Communications","jiazhuan_ni"
1790,"Isolation culture and characterization of primordial germ cells in Mongolian sheep","In Vitro Cellular and Developmental Biology Animal","huan_min_zhou"
110945,"Study of xray radiant characteristics and thermal radiation redistribution in CH foam filling cylindrical cavities","Physics of Plasmas","jiamin_yang"
128703,"Alteration of cystatin C in cerebrospinal fluid of patients with sciatica revealed by a proteomical approach","Neurosciences","xudong_liu"
